"ifp_id","ctt","cond","training","team","user_id","forecast_id","fcast_type","answer_option","value","fcast_date","expertise","q_status","viewtime","year","timestamp"
"1002-0","1a",1,"a",NA,"2625",-200931,0,"c",0,"2011-08-31",4,"closed",NA,1,"2011-08-31 16:54:41"
"1001-0","1a",1,"a",NA,"1456",-200930,0,"a",0.2,"2011-08-31",2,"closed",NA,1,"2011-08-31 16:55:10"
"1001-0","1a",1,"a",NA,"1456",-200930,1,"b",0.8,"2011-08-31",2,"closed",NA,1,"2011-08-31 16:55:10"
"1002-0","1a",1,"a",NA,"1456",-200929,1,"a",0.3,"2011-08-31",3,"closed",NA,1,"2011-08-31 16:55:50"
"1002-0","1a",1,"a",NA,"1456",-200929,1,"b",0.6,"2011-08-31",3,"closed",NA,1,"2011-08-31 16:55:50"
"1002-0","1a",1,"a",NA,"1456",-200929,1,"c",0.1,"2011-08-31",3,"closed",NA,1,"2011-08-31 16:55:50"
"1003-0","1a",1,"a",NA,"1456",-200928,1,"a",0.5,"2011-08-31",1,"closed",NA,1,"2011-08-31 16:56:23"
"1003-0","1a",1,"a",NA,"1456",-200928,1,"b",0.5,"2011-08-31",1,"closed",NA,1,"2011-08-31 16:56:23"
"1004-0","1a",1,"a",NA,"1456",-200927,1,"a",0.2,"2011-08-31",2,"closed",NA,1,"2011-08-31 16:56:48"
"1004-0","1a",1,"a",NA,"1456",-200927,1,"b",0.8,"2011-08-31",2,"closed",NA,1,"2011-08-31 16:56:48"
"1005-0","1a",1,"a",NA,"1456",-200926,1,"a",0.75,"2011-08-31",1,"closed",NA,1,"2011-08-31 16:57:04"
"1005-0","1a",1,"a",NA,"1456",-200926,1,"b",0.25,"2011-08-31",1,"closed",NA,1,"2011-08-31 16:57:04"
"1001-0","1a",1,"a",NA,"4508",-200925,1,"a",0.4,"2011-08-31",2,"closed",NA,1,"2011-08-31 16:57:07"
"1001-0","1a",1,"a",NA,"4508",-200925,1,"b",0.6,"2011-08-31",2,"closed",NA,1,"2011-08-31 16:57:07"
"1002-0","1a",1,"a",NA,"4508",-200924,1,"a",0.2,"2011-08-31",1,"closed",NA,1,"2011-08-31 16:57:35"
"1002-0","1a",1,"a",NA,"4508",-200924,1,"b",0.2,"2011-08-31",1,"closed",NA,1,"2011-08-31 16:57:35"
"1002-0","1a",1,"a",NA,"4508",-200924,1,"c",0.6,"2011-08-31",1,"closed",NA,1,"2011-08-31 16:57:35"
"1006-0","1a",1,"a",NA,"1456",-200923,1,"a",0.9,"2011-08-31",2,"closed",NA,1,"2011-08-31 16:57:41"
"1006-0","1a",1,"a",NA,"1456",-200923,1,"b",0.1,"2011-08-31",2,"closed",NA,1,"2011-08-31 16:57:41"
"1003-0","1a",1,"a",NA,"4508",-200922,1,"a",0,"2011-08-31",5,"closed",NA,1,"2011-08-31 16:57:46"
"1003-0","1a",1,"a",NA,"4508",-200922,1,"b",1,"2011-08-31",5,"closed",NA,1,"2011-08-31 16:57:46"
"1004-0","1a",1,"a",NA,"4508",-200921,1,"a",0,"2011-08-31",4,"closed",NA,1,"2011-08-31 16:58:01"
"1004-0","1a",1,"a",NA,"4508",-200921,1,"b",1,"2011-08-31",4,"closed",NA,1,"2011-08-31 16:58:01"
"1005-0","1a",1,"a",NA,"4508",-200919,0,"a",0.5,"2011-08-31",1,"closed",NA,1,"2011-08-31 16:58:24"
"1005-0","1a",1,"a",NA,"4508",-200919,0,"b",0.5,"2011-08-31",1,"closed",NA,1,"2011-08-31 16:58:24"
"1002-0","1a",1,"a",NA,"3966",-200918,0,"a",0.15,"2011-08-31",3,"closed",NA,1,"2011-08-31 16:58:28"
"1002-0","1a",1,"a",NA,"3966",-200918,1,"b",0.85,"2011-08-31",3,"closed",NA,1,"2011-08-31 16:58:28"
"1002-0","1a",1,"a",NA,"3966",-200918,1,"c",0,"2011-08-31",3,"closed",NA,1,"2011-08-31 16:58:28"
"1002-0","1a",1,"a",NA,"2508",-200917,1,"a",0.25,"2011-08-31",3,"closed",NA,1,"2011-08-31 16:58:49"
"1002-0","1a",1,"a",NA,"2508",-200917,0,"b",0.45,"2011-08-31",3,"closed",NA,1,"2011-08-31 16:58:49"
"1002-0","1a",1,"a",NA,"2508",-200917,0,"c",0.3,"2011-08-31",3,"closed",NA,1,"2011-08-31 16:58:49"
"1008-0","1a",1,"a",NA,"1456",-200916,0,"a",0.5,"2011-08-31",1,"closed",NA,1,"2011-08-31 16:58:51"
"1008-0","1a",1,"a",NA,"1456",-200916,0,"b",0.5,"2011-08-31",1,"closed",NA,1,"2011-08-31 16:58:51"
"1006-0","1a",1,"a",NA,"4508",-200915,0,"a",0.1,"2011-08-31",5,"closed",NA,1,"2011-08-31 16:59:02"
"1006-0","1a",1,"a",NA,"4508",-200915,0,"b",0.9,"2011-08-31",5,"closed",NA,1,"2011-08-31 16:59:02"
"1004-0","1a",1,"a",NA,"2508",-200914,0,"a",0.15,"2011-08-31",4,"closed",NA,1,"2011-08-31 16:59:03"
"1004-0","1a",1,"a",NA,"2508",-200914,0,"b",0.85,"2011-08-31",4,"closed",NA,1,"2011-08-31 16:59:03"
"1001-0","1a",1,"a",NA,"2508",-200913,0,"a",0.6,"2011-08-31",2,"closed",NA,1,"2011-08-31 16:59:19"
"1001-0","1a",1,"a",NA,"2508",-200913,0,"b",0.4,"2011-08-31",2,"closed",NA,1,"2011-08-31 16:59:19"
"1005-0","1a",1,"a",NA,"2508",-200911,0,"a",0.75,"2011-08-31",2,"closed",NA,1,"2011-08-31 16:59:32"
"1005-0","1a",1,"a",NA,"2508",-200911,0,"b",0.25,"2011-08-31",2,"closed",NA,1,"2011-08-31 16:59:32"
"1003-0","1a",1,"a",NA,"2508",-200909,0,"a",0.7,"2011-08-31",3,"closed",NA,1,"2011-08-31 16:59:41"
"1003-0","1a",1,"a",NA,"2508",-200909,0,"b",0.3,"2011-08-31",3,"closed",NA,1,"2011-08-31 16:59:41"
"1004-0","1a",1,"a",NA,"3966",-200908,0,"a",0,"2011-08-31",3,"closed",NA,1,"2011-08-31 16:59:43"
"1004-0","1a",1,"a",NA,"3966",-200908,0,"b",1,"2011-08-31",3,"closed",NA,1,"2011-08-31 16:59:43"
"1008-0","1a",1,"a",NA,"4508",-200907,0,"a",0.6,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:00:01"
"1008-0","1a",1,"a",NA,"4508",-200907,0,"b",0.4,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:00:01"
"1006-0","1a",1,"a",NA,"2508",-200906,0,"a",0.4,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:00:02"
"1006-0","1a",1,"a",NA,"2508",-200906,0,"b",0.6,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:00:02"
"1008-0","1a",1,"a",NA,"2508",-200902,0,"a",0.25,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:00:27"
"1008-0","1a",1,"a",NA,"2508",-200902,0,"b",0.75,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:00:27"
"1003-0","1a",1,"a",NA,"1414",-200900,0,"a",0.4,"2011-08-31",3,"closed",NA,1,"2011-08-31 17:02:26"
"1003-0","1a",1,"a",NA,"1414",-200900,0,"b",0.6,"2011-08-31",3,"closed",NA,1,"2011-08-31 17:02:26"
"1001-0","1a",1,"a",NA,"1414",-200898,0,"a",0.2,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:03:24"
"1001-0","1a",1,"a",NA,"1414",-200898,0,"b",0.8,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:03:24"
"1001-0","1a",1,"a",NA,"1235",-200897,0,"a",0.75,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:03:44"
"1001-0","1a",1,"a",NA,"1235",-200897,0,"b",0.25,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:03:44"
"1002-0","1a",1,"a",NA,"1414",-200896,1,"a",0.9,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:03:55"
"1002-0","1a",1,"a",NA,"1414",-200896,1,"b",0,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:03:55"
"1002-0","1a",1,"a",NA,"1414",-200896,1,"c",0.1,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:03:55"
"1005-0","1a",1,"a",NA,"1235",-200895,1,"a",0.9,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:04:03"
"1005-0","1a",1,"a",NA,"1235",-200895,0,"b",0.1,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:04:03"
"1004-0","1a",1,"a",NA,"1235",-200894,0,"a",0.05,"2011-08-31",3,"closed",NA,1,"2011-08-31 17:04:30"
"1004-0","1a",1,"a",NA,"1235",-200894,0,"b",0.95,"2011-08-31",3,"closed",NA,1,"2011-08-31 17:04:30"
"1006-0","1a",1,"a",NA,"1414",-200892,1,"a",0.5,"2011-08-31",1,"closed",NA,1,"2011-08-31 17:05:21"
"1006-0","1a",1,"a",NA,"1414",-200892,1,"b",0.5,"2011-08-31",1,"closed",NA,1,"2011-08-31 17:05:21"
"1005-0","1a",1,"a",NA,"1414",-200891,1,"a",0.5,"2011-08-31",1,"closed",NA,1,"2011-08-31 17:05:35"
"1005-0","1a",1,"a",NA,"1414",-200891,1,"b",0.5,"2011-08-31",1,"closed",NA,1,"2011-08-31 17:05:35"
"1008-0","1a",1,"a",NA,"1414",-200889,1,"a",0.25,"2011-08-31",1,"closed",NA,1,"2011-08-31 17:05:57"
"1008-0","1a",1,"a",NA,"1414",-200889,1,"b",0.75,"2011-08-31",1,"closed",NA,1,"2011-08-31 17:05:57"
"1002-0","1a",1,"a",NA,"1235",-200888,0,"a",0.25,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:07:02"
"1002-0","1a",1,"a",NA,"1235",-200888,0,"b",0.75,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:07:02"
"1002-0","1a",1,"a",NA,"1235",-200888,0,"c",0,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:07:02"
"1008-0","1a",1,"a",NA,"1235",-200887,0,"a",0.95,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:07:18"
"1008-0","1a",1,"a",NA,"1235",-200887,0,"b",0.05,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:07:18"
"1006-0","1a",1,"a",NA,"1235",-200886,0,"a",0.9,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:07:34"
"1006-0","1a",1,"a",NA,"1235",-200886,0,"b",0.1,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:07:34"
"1003-0","1a",1,"a",NA,"1235",-200885,0,"a",0.6,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:07:55"
"1003-0","1a",1,"a",NA,"1235",-200885,0,"b",0.4,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:07:55"
"1001-0","1a",1,"a",NA,"4999",-200884,0,"a",0.2,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:14:31"
"1001-0","1a",1,"a",NA,"4999",-200884,0,"b",0.8,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:14:31"
"1003-0","1a",1,"a",NA,"5187",-200883,0,"a",0.5,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:14:39"
"1003-0","1a",1,"a",NA,"5187",-200883,0,"b",0.5,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:14:39"
"1002-0","1a",1,"a",NA,"4999",-200882,0,"a",0.6,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:15:20"
"1002-0","1a",1,"a",NA,"4999",-200882,0,"b",0.4,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:15:20"
"1002-0","1a",1,"a",NA,"4999",-200882,0,"c",0,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:15:20"
"1003-0","1a",1,"a",NA,"4999",-200881,0,"a",0.2,"2011-08-31",3,"closed",NA,1,"2011-08-31 17:15:59"
"1003-0","1a",1,"a",NA,"4999",-200881,0,"b",0.8,"2011-08-31",3,"closed",NA,1,"2011-08-31 17:15:59"
"1004-0","1a",1,"a",NA,"4420",-200880,1,"a",0.02,"2011-08-31",1,"closed",NA,1,"2011-08-31 17:16:24"
"1004-0","1a",1,"a",NA,"4420",-200880,1,"b",0.98,"2011-08-31",1,"closed",NA,1,"2011-08-31 17:16:24"
"1004-0","1a",1,"a",NA,"4999",-200879,1,"a",0.2,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:16:47"
"1004-0","1a",1,"a",NA,"4999",-200879,1,"b",0.8,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:16:47"
"1005-0","1a",1,"a",NA,"4999",-200878,0,"a",0.5,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:17:15"
"1005-0","1a",1,"a",NA,"4999",-200878,0,"b",0.5,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:17:15"
"1006-0","1a",1,"a",NA,"4999",-200877,0,"a",0.3,"2011-08-31",3,"closed",NA,1,"2011-08-31 17:18:00"
"1006-0","1a",1,"a",NA,"4999",-200877,0,"b",0.7,"2011-08-31",3,"closed",NA,1,"2011-08-31 17:18:00"
"1005-0","1a",1,"a",NA,"5187",-200876,0,"a",0.75,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:18:55"
"1005-0","1a",1,"a",NA,"5187",-200876,0,"b",0.25,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:18:55"
"1008-0","1a",1,"a",NA,"4999",-200874,0,"a",0.5,"2011-08-31",1,"closed",NA,1,"2011-08-31 17:19:47"
"1008-0","1a",1,"a",NA,"4999",-200874,0,"b",0.5,"2011-08-31",1,"closed",NA,1,"2011-08-31 17:19:47"
"1006-0","1a",1,"a",NA,"5187",-200872,0,"a",0.4,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:26:27"
"1006-0","1a",1,"a",NA,"5187",-200872,0,"b",0.6,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:26:27"
"1001-0","1a",1,"a",NA,"3364",-200871,1,"a",0.6,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:27:12"
"1001-0","1a",1,"a",NA,"3364",-200871,1,"b",0.4,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:27:12"
"1002-0","1a",1,"a",NA,"3364",-200870,1,"a",0.2,"2011-08-31",3,"closed",NA,1,"2011-08-31 17:27:42"
"1002-0","1a",1,"a",NA,"3364",-200870,1,"b",0.6,"2011-08-31",3,"closed",NA,1,"2011-08-31 17:27:42"
"1002-0","1a",1,"a",NA,"3364",-200870,0,"c",0.2,"2011-08-31",3,"closed",NA,1,"2011-08-31 17:27:42"
"1003-0","1a",1,"a",NA,"3364",-200869,0,"a",0.05,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:27:57"
"1003-0","1a",1,"a",NA,"3364",-200869,1,"b",0.95,"2011-08-31",2,"closed",NA,1,"2011-08-31 17:27:57"
"1004-0","1a",1,"a",NA,"3364",-200868,1,"a",0.05,"2011-08-31",3,"closed",NA,1,"2011-08-31 17:28:12"
